GEOID,NAME,pov_count,pov_se,snap,hu_sampled,pep,rrate
29185,"St. Clair County, Missouri",1489,170.2127659574468," 1,221 ",709,9752,90.2
29186,"Ste. Genevieve County, Missouri",1431,249.84802431610942," 1,296 ",620,18642,83
29187,"St. Francois County, Missouri",10427,702.1276595744681," 9,965 ",1752,67058,84.8
29189,"St. Louis County, Missouri",93427,2347.7203647416413," 101,334 ",27281,987059,83.8
29195,"Saline County, Missouri",3169,323.40425531914894," 2,618 ",1260,23049,82.5
29197,"Schuyler County, Missouri",390,52.88753799392097,359,439,4053,91.3
29199,"Scotland County, Missouri",329,86.32218844984803,289,275,4676,88.9
29201,"Scott County, Missouri",5378,435.258358662614," 7,403 ",1435,37889,86.1
29203,"Shannon County, Missouri",1155,175.07598784194528," 1,784 ",403,7238,78
29205,"Shelby County, Missouri",902,104.55927051671732,594,588,5931,88.9
29207,"Stoddard County, Missouri",4768,479.6352583586626," 4,330 ",1411,28397,86.4
29209,"Stone County, Missouri",4363,369.6048632218845," 2,770 ",1705,32658,84.1
29211,"Sullivan County, Missouri",849,117.32522796352583,677,588,5797,91.2
29213,"Taney County, Missouri",7870,603.6474164133739," 6,516 ",2055,56775,77.6
29215,"Texas County, Missouri",4548,407.90273556231," 3,221 ",951,25619,75.8
29217,"Vernon County, Missouri",3609,366.56534954407294," 2,769 ",992,19710,86.3
29219,"Warren County, Missouri",3351,490.57750759878417," 2,873 ",1178,37806,84.1
29221,"Washington County, Missouri",4095,527.6595744680851," 4,520 ",809,23534,80.5
29223,"Wayne County, Missouri",2697,370.8206686930091," 2,308 ",491,10811,86.4
29225,"Webster County, Missouri",6237,626.7477203647417," 3,639 ",1184,41472,85.1
29227,"Worth County, Missouri",338,66.8693009118541,159,282,1907,89
29229,"Wright County, Missouri",3221,390.88145896656533," 3,131 ",775,19403,86.1
29510,"St. Louis city, Missouri",56166,1691.793313069909," 62,509 ",9657,281754,73.5
30001,"Beaverhead County, Montana",1347,197.56838905775075,540,608,9885,93.9
30003,"Big Horn County, Montana",2984,271.1246200607903," 3,219 ",659,12751,70
30005,"Blaine County, Montana",1393,156.838905775076,968,472,6899,75.1
30007,"Broadwater County, Montana",778,170.8206686930091,322,229,8032,82.2
30009,"Carbon County, Montana",909,112.46200607902736,510,909,11419,90.7
30011,"Carter County, Montana",184,40.12158054711246,22,197,1418,82.6
30013,"Cascade County, Montana",10839,660.790273556231," 8,699 ",3133,84900,87.9
30015,"Chouteau County, Montana",724,108.20668693009118,263,574,5847,84.1
30017,"Custer County, Montana",1344,163.5258358662614,848,740,11985,83.4
30019,"Daniels County, Montana",177,49.848024316109424,53,202,1633,91.7
30021,"Dawson County, Montana",746,168.9969604863222,548,450,8810,83.6
30023,"Deer Lodge County, Montana",1649,193.9209726443769,851,364,9673,86.4
30025,"Fallon County, Montana",332,78.419452887538,112,135,2994,60.5
30027,"Fergus County, Montana",1677,251.67173252279636,611,747,11772,93.4
30029,"Flathead County, Montana",10268,656.5349544072948," 6,492 ",3742,113679,83.7
30031,"Gallatin County, Montana",12025,860.1823708206687," 2,450 ",3575,126409,83.2
30033,"Garfield County, Montana",113,31.003039513677813,22,238,1211,88.5
30035,"Glacier County, Montana",4103,322.18844984802433," 3,148 ",633,13609,81.9
30037,"Golden Valley County, Montana",151,38.297872340425535,64,175,835,87.3
30039,"Granite County, Montana",349,70.51671732522796,134,295,3595,94
30041,"Hill County, Montana",3122,297.8723404255319," 2,928 ",737,16276,83.5
30043,"Jefferson County, Montana",771,103.95136778115501,586,561,13048,89.5
30045,"Judith Basin County, Montana",324,60.790273556231,69,333,2093,88
30047,"Lake County, Montana",5614,376.8996960486322," 4,103 ",2018,33338,82.5
30049,"Lewis and Clark County, Montana",6209,613.9817629179331," 5,076 ",2267,75011,89.3
30051,"Liberty County, Montana",494,96.04863221884499,96,208,1974,91.5
30053,"Lincoln County, Montana",3303,352.58358662613983," 2,662 ",983,21895,86.3
30055,"McCone County, Montana",75,28.57142857142857,17,185,1676,87.8
30057,"Madison County, Montana",603,82.06686930091185,250,803,9521,86.1
30059,"Meagher County, Montana",206,75.98784194528875,103,124,2071,85.3
30061,"Mineral County, Montana",835,134.34650455927053,562,316,5090,85.3
30063,"Missoula County, Montana",12792,764.741641337386," 8,554 ",3433,121849,89.8
30065,"Musselshell County, Montana",765,138.6018237082067,548,269,5308,82.1
30067,"Park County, Montana",2266,283.8905775075988,723,880,17903,81.7
30069,"Petroleum County, Montana",26,9.72644376899696,10,88,554,87.2
30071,"Phillips County, Montana",389,100.30395136778115,422,288,4249,84.2
30073,"Pondera County, Montana",1348,128.26747720364742,599,490,6125,90.2
30075,"Powder River County, Montana",167,29.78723404255319,53,226,1743,77.5
30077,"Powell County, Montana",333,75.37993920972644,498,447,7133,88.3
30079,"Prairie County, Montana",291,67.47720364741642,58,74,1112,85.9
30081,"Ravalli County, Montana",3771,317.32522796352583," 2,972 ",1405,47738,88.6
30083,"Richland County, Montana",808,137.9939209726444,592,591,11173,85.3
30085,"Roosevelt County, Montana",3132,262.61398176291794," 2,754 ",898,10319,78.3
30087,"Rosebud County, Montana",1763,211.5501519756839," 1,322 ",479,8160,69.2
30089,"Sanders County, Montana",1920,229.7872340425532," 1,343 ",943,13684,83.4
30091,"Sheridan County, Montana",360,66.26139817629179,195,395,3498,91.9
30093,"Silver Bow County, Montana",5584,479.6352583586626," 3,844 ",1199,36360,85.2
30095,"Stillwater County, Montana",740,96.65653495440729,327,747,9173,89.8
30097,"Sweet Grass County, Montana",288,68.69300911854103,128,363,3763,85.7
30099,"Teton County, Montana",643,90.5775075987842,327,612,6430,90.4
30101,"Toole County, Montana",541,116.10942249240121,311,328,5133,90
30103,"Treasure County, Montana",82,22.492401215805472,54,159,772,79.4
30105,"Valley County, Montana",946,154.40729483282675,704,642,7474,85.3
30107,"Wheatland County, Montana",478,100.30395136778115,190,198,2057,78.2
30109,"Wibaux County, Montana",180,48.6322188449848,35,108,910,86
30111,"Yellowstone County, Montana",16737,914.2857142857142," 12,875 ",4314,170843,85.8
31001,"Adams County, Nebraska",3776,361.09422492401217," 2,615 ",1326,30899,85.6
31003,"Antelope County, Nebraska",623,75.98784194528875,326,711,6302,92.3
31005,"Arthur County, Nebraska",52,26.13981762917933,15,115,412,95
31007,"Banner County, Nebraska",62,24.3161094224924,19,107,674,88.4
31009,"Blaine County, Nebraska",41,11.55015197568389,25,88,436,86
31011,"Boone County, Nebraska",484,64.43768996960486,238,583,5310,92.5
31013,"Box Butte County, Nebraska",1055,177.50759878419453," 1,109 ",370,10692,81.2
31015,"Boyd County, Nebraska",171,37.08206686930091,69,321,1725,90.2
31017,"Brown County, Nebraska",328,78.419452887538,147,231,2853,82.1
31019,"Buffalo County, Nebraska",5297,446.20060790273556," 2,955 ",2120,50697,89.7
31021,"Burt County, Nebraska",909,89.36170212765957,529,600,6727,82.2
31023,"Butler County, Nebraska",625,96.65653495440729,361,714,8459,84.3
31025,"Cass County, Nebraska",1291,144.07294832826747," 1,197 ",1582,27446,87.6
31027,"Cedar County, Nebraska",506,68.08510638297872,294,807,8262,93.2
31029,"Chase County, Nebraska",277,83.28267477203647,177,255,3724,90.2
31031,"Cherry County, Nebraska",389,74.77203647416414,365,366,5492,83.5
31033,"Cheyenne County, Nebraska",1031,128.87537993920972,838,549,9541,85.5
31035,"Clay County, Nebraska",486,69.30091185410335,441,795,6116,88.4
31037,"Colfax County, Nebraska",898,278.419452887538,643,472,10566,84.9
31039,"Cuming County, Nebraska",686,117.32522796352583,391,596,8918,85.3
31041,"Custer County, Nebraska",900,173.25227963525836,570,950,10581,86.3
31043,"Dakota County, Nebraska",2355,333.1306990881459," 1,917 ",684,21268,83.9
31045,"Dawes County, Nebraska",932,125.22796352583586,662,325,8133,91.3
31047,"Dawson County, Nebraska",2935,382.370820668693," 2,074 ",984,24085,86.4
31049,"Deuel County, Nebraska",169,26.747720364741642,168,234,1871,88.3
31051,"Dixon County, Nebraska",387,64.43768996960486,141,557,5491,89.6
31053,"Dodge County, Nebraska",3365,325.83586626139817," 3,300 ",1566,37187,83.2
31055,"Douglas County, Nebraska",64580,1742.2492401215804," 58,995 ",17231,589540,83.6
31057,"Dundy County, Nebraska",214,62.006079027355625,106,231,1561,92.8
31059,"Fillmore County, Nebraska",423,63.22188449848024,330,546,5548,89
31061,"Franklin County, Nebraska",396,52.88753799392097,219,514,2825,84.3
31063,"Frontier County, Nebraska",294,54.7112462006079,142,379,2585,91.6
31065,"Furnas County, Nebraska",557,72.34042553191489,426,533,4556,89.6
31067,"Gage County, Nebraska",2806,239.51367781155014," 1,906 ",1401,21634,84.7
31069,"Garden County, Nebraska",224,47.41641337386018,238,223,1794,82.6
31071,"Garfield County, Nebraska",201,55.319148936170215,42,132,1763,76.5
31073,"Gosper County, Nebraska",133,35.86626139817629,90,228,1847,96.7
31075,"Grant County, Nebraska",74,27.35562310030395,24,151,565,95.6
31077,"Greeley County, Nebraska",244,42.5531914893617,86,316,2219,88.2
31079,"Hall County, Nebraska",7213,599.3920972644377," 6,411 ",1824,62197,85
31081,"Hamilton County, Nebraska",624,151.9756838905775,365,698,9537,93.9
31083,"Harlan County, Nebraska",213,31.61094224924012,131,484,3045,91.7
31085,"Hayes County, Nebraska",105,26.13981762917933,29,187,846,86.3
31087,"Hitchcock County, Nebraska",298,50.45592705167173,218,408,2552,91.9
31089,"Holt County, Nebraska",1078,146.50455927051672,586,795,10093,85.4
31091,"Hooker County, Nebraska",45,17.62917933130699,24,65,679,86.9
31093,"Howard County, Nebraska",348,79.0273556231003,315,554,6527,93.6
31095,"Jefferson County, Nebraska",690,123.40425531914893,713,574,7054,84.5
31097,"Johnson County, Nebraska",293,54.7112462006079,292,431,5198,88.2
31099,"Kearney County, Nebraska",442,93.00911854103343,217,391,6770,90.1
31101,"Keith County, Nebraska",871,107.59878419452887,607,475,8113,90.9
31103,"Keya Paha County, Nebraska",98,30.3951367781155,16,170,805,95.9
31105,"Kimball County, Nebraska",362,71.73252279635258,299,259,3289,85
31107,"Knox County, Nebraska",1079,115.5015197568389,613,1157,8298,91.6
31109,"Lancaster County, Nebraska",36271,1167.1732522796353," 26,896 ",9544,326716,86.5
31111,"Lincoln County, Nebraska",4278,460.790273556231," 3,327 ",1465,33365,87.2
31113,"Logan County, Nebraska",66,22.492401215805472,21,164,655,87.7
31115,"Loup County, Nebraska",46,15.80547112462006,20,146,592,85.7
31117,"McPherson County, Nebraska",33,10.33434650455927,11,88,383,97.8
31119,"Madison County, Nebraska",4078,399.39209726443767," 2,737 ",1465,35627,85
31121,"Merrick County, Nebraska",661,104.55927051671732,438,616,7755,92.3
31123,"Morrill County, Nebraska",550,88.75379939209726,521,364,4504,84.6
31125,"Nance County, Nebraska",525,91.1854103343465,141,362,3274,91
31127,"Nemaha County, Nebraska",851,161.09422492401217,528,512,7076,92.3
31129,"Nuckolls County, Nebraska",300,57.75075987841945,279,418,4095,90.8
31131,"Otoe County, Nebraska",1514,206.0790273556231," 1,017 ",900,16335,90.6
31133,"Pawnee County, Nebraska",349,60.790273556231,191,311,2512,87.6
31135,"Perkins County, Nebraska",214,46.20060790273556,85,323,2795,90.7
31137,"Phelps County, Nebraska",1186,148.93617021276594,468,626,9057,90.4
31139,"Pierce County, Nebraska",573,94.83282674772036,328,667,7299,92.8
31141,"Platte County, Nebraska",2959,311.85410334346506," 2,024 ",1316,34609,90.4
31143,"Polk County, Nebraska",318,55.319148936170215,225,579,5228,91.2
31145,"Red Willow County, Nebraska",1449,291.79331306990883,767,471,10457,90
31147,"Richardson County, Nebraska",811,119.75683890577507,667,614,7689,87.7
31149,"Rock County, Nebraska",132,35.86626139817629,46,192,1271,84.6
31151,"Saline County, Nebraska",1329,211.5501519756839,978,800,14555,82.2
31153,"Sarpy County, Nebraska",9958,682.6747720364741," 8,355 ",5181,199886,84.5
31155,"Saunders County, Nebraska",1442,214.58966565349544,871,1394,23463,88.9
31157,"Scotts Bluff County, Nebraska",4881,375.6838905775076," 4,705 ",1351,35699,81.7
31159,"Seward County, Nebraska",1125,146.50455927051672,599,1050,17671,92.1
31161,"Sheridan County, Nebraska",525,75.37993920972644,382,456,4928,85.4
31163,"Sherman County, Nebraska",277,52.88753799392097,168,394,2983,92.3
31165,"Sioux County, Nebraska",137,37.08206686930091,11,138,1154,83.5
31167,"Stanton County, Nebraska",408,80.85106382978724,142,395,5856,92.9
31169,"Thayer County, Nebraska",433,58.96656534954407,310,684,4829,88.9
31171,"Thomas County, Nebraska",30,10.94224924012158,40,57,677,83.9
31173,"Thurston County, Nebraska",1178,117.93313069908814," 1,586 ",736,6557,70.8
31175,"Valley County, Nebraska",373,63.22188449848024,324,374,4012,87.6
31177,"Washington County, Nebraska",1434,195.74468085106383,660,879,21152,91.2
31179,"Wayne County, Nebraska",1091,152.5835866261398,422,441,9874,93
31181,"Webster County, Nebraska",328,46.808510638297875,309,426,3351,88.2
31183,"Wheeler County, Nebraska",41,9.72644376899696,28,196,775,93.2
31185,"York County, Nebraska",1211,158.66261398176292,900,843,14356,85.4
32001,"Churchill County, Nevada",2276,302.7355623100304," 3,641 ",747,25803,84.9
32003,"Clark County, Nevada",299896,4910.030395136778," 397,007 ",53195,2336573,84.5
32005,"Douglas County, Nevada",4092,498.4802431610942," 2,342 ",2263,49545,85.8
32007,"Elko County, Nevada",5829,591.4893617021277," 4,990 ",1320,54293,76.5
32009,"Esmeralda County, Nevada",185,77.20364741641338,91,111,736,68.6
32011,"Eureka County, Nevada",365,178.72340425531914,162,66,1917,79.2
32013,"Humboldt County, Nevada",2083,345.8966565349544," 1,823 ",478,17136,88.1
32015,"Lander County, Nevada",652,229.1793313069909,508,153,5769,93.2
32017,"Lincoln County, Nevada",265,77.20364741641338,524,128,4452,77.3
32019,"Lyon County, Nevada",6650,624.9240121580547," 6,302 ",1487,62583,86.7
32021,"Mineral County, Nevada",795,173.86018237082067,865,229,4528,59.6
32023,"Nye County, Nevada",8081,730.6990881458967," 10,285 ",1138,55720,87.1
32027,"Pershing County, Nevada",380,86.93009118541033,673,190,6364,84.5
32029,"Storey County, Nevada",292,91.1854103343465,118,143,4177,85.1
32031,"Washoe County, Nevada",51773,1606.079027355623," 47,255 ",12921,498022,85.3
32033,"White Pine County, Nevada",617,131.91489361702128," 1,095 ",270,8522,73.1
32510,"Carson City, Nevada",6183,545.2887537993921," 6,919 ",1602,58036,83.8
33001,"Belknap County, New Hampshire",5546,440.7294832826748," 4,293 ",2222,65027,87.4
33003,"Carroll County, New Hampshire",3775,393.9209726443769," 2,528 ",2796,52448,88.9
33005,"Cheshire County, New Hampshire",6529,455.9270516717325," 5,154 ",3292,77703,90.8
33007,"Coos County, New Hampshire",3782,331.30699088145894," 3,312 ",3057,31372,89.1
33009,"Grafton County, New Hampshire",8640,603.0395136778116," 4,384 ",5407,93146,89
33011,"Hillsborough County, New Hampshire",27126,1343.465045592705," 25,023 ",11321,427354,87
33013,"Merrimack County, New Hampshire",10586,646.2006079027356," 8,311 ",5427,157103,88.1
33015,"Rockingham County, New Hampshire",15031,909.4224924012158," 8,113 ",8488,320689,87.6
33017,"Strafford County, New Hampshire",10821,654.1033434650456," 8,038 ",3367,133243,86.9
33019,"Sullivan County, New Hampshire",4621,381.1550151975684," 3,802 ",2000,43969,88
34001,"Atlantic County, New Jersey",35247,1504.5592705167173," 37,926 ",7586,275213,74.7
34003,"Bergen County, New Jersey",63408,1821.884498480243," 37,083 ",20935,957736,80.3
34005,"Burlington County, New Jersey",30725,1630.3951367781156," 19,790 ",12257,469167,80.2
34007,"Camden County, New Jersey",62934,1848.0243161094224," 73,357 ",12878,527196,77.8
34009,"Cape May County, New Jersey",8169,581.1550151975683," 7,368 ",6801,94610,82.6
34011,"Cumberland County, New Jersey",23410,1245.5927051671733," 25,093 ",3564,152326,66.2
34013,"Essex County, New Jersey",125419,3223.1003039513676," 124,831 ",15895,851117,61.9
34015,"Gloucester County, New Jersey",22676,1120.3647416413373," 16,120 ",7658,308423,83.4
34017,"Hudson County, New Jersey",103860,2804.8632218844987," 99,728 ",15024,705472,68.1
34019,"Hunterdon County, New Jersey",4894,405.4711246200608," 3,053 ",4004,130183,82.3
34021,"Mercer County, New Jersey",40446,1801.823708206687," 33,452 ",7384,381671,72.3
34023,"Middlesex County, New Jersey",71078,2055.31914893617," 53,711 ",18471,863623,80.5
34025,"Monmouth County, New Jersey",40958,1561.7021276595744," 27,384 ",16676,642799,80.1
34027,"Morris County, New Jersey",25572,1290.5775075987842," 13,719 ",12134,514423,79.1
34029,"Ocean County, New Jersey",66599,2896.656534954407," 54,799 ",18161,659197,83.1
34031,"Passaic County, New Jersey",69781,2438.905775075988," 78,154 ",9719,513395,75.5
34033,"Salem County, New Jersey",8131,607.90273556231," 8,099 ",2347,65338,80.1
34035,"Somerset County, New Jersey",18851,1124.0121580547113," 9,828 ",7885,348842,77.4
34037,"Sussex County, New Jersey",7794,567.1732522796352," 3,886 ",4614,146132,78.5
34039,"Union County, New Jersey",50508,1646.8085106382978," 42,952 ",11146,572726,79.1
34041,"Warren County, New Jersey",8827,654.1033434650456," 7,176 ",3248,111252,77.2
35001,"Bernalillo County, New Mexico",105164,2560.48632218845," 141,109 ",16305,671586,79.2
35003,"Catron County, New Mexico",772,175.07598784194528,269,193,3825,70.4
35005,"Chaves County, New Mexico",13763,1034.0425531914893," 17,482 ",1391,63561,71.6
35006,"Cibola County, New Mexico",7041,722.1884498480243," 8,280 ",724,26780,57.5
35007,"Colfax County, New Mexico",1985,244.98480243161094," 3,028 ",985,12255,82
35009,"Curry County, New Mexico",9743,782.9787234042553," 15,544 ",1284,47222,71.4
35011,"De Baca County, New Mexico",322,86.93009118541033,307,111,1657,70
35013,"Doña Ana County, New Mexico",47947,1953.7993920972644," 67,155 ",4317,225210,83.3
35015,"Eddy County, New Mexico",7519,805.4711246200608," 12,454 ",1020,60275,70.5
35017,"Grant County, New Mexico",5273,454.7112462006079," 6,939 ",863,27472,73
35019,"Guadalupe County, New Mexico",904,182.370820668693," 1,271 ",202,4292,74.7
35021,"Harding County, New Mexico",140,34.04255319148936,32,153,624,73.9
35023,"Hidalgo County, New Mexico",823,125.22796352583586," 1,090 ",273,3965,78.8
35025,"Lea County, New Mexico",13178,810.3343465045592," 18,230 ",1342,72101,74
35027,"Lincoln County, New Mexico",3205,464.43768996960483," 4,109 ",848,20029,80
35028,"Los Alamos County, New Mexico",564,184.80243161094225,278,550,19444,88
35029,"Luna County, New Mexico",6517,694.224924012158," 10,664 ",611,25316,74
35031,"McKinley County, New Mexico",25117,1021.8844984802431," 26,370 ",3907,68797,70
35033,"Mora County, New Mexico",782,215.80547112462006,691,209,4123,67.2
35035,"Otero County, New Mexico",12903,859.5744680851063," 12,719 ",1890,68835,85.1
35037,"Quay County, New Mexico",2138,280.24316109422494," 2,630 ",410,8510,68.2
35039,"Rio Arriba County, New Mexico",8033,706.3829787234042," 12,898 ",2122,39876,73.1
35041,"Roosevelt County, New Mexico",3856,497.2644376899696," 2,606 ",524,18787,68.6
35043,"Sandoval County, New Mexico",15123,917.3252279635258," 23,710 ",4393,155936,80
35045,"San Juan County, New Mexico",27779,1196.9604863221884," 34,265 ",4637,120675,74.7
35047,"San Miguel County, New Mexico",5689,527.0516717325228," 8,309 ",652,26668,66.3
35049,"Santa Fe County, New Mexico",19103,1012.1580547112462," 20,885 ",6650,155956,80.2
35051,"Sierra County, New Mexico",2810,369.6048632218845," 4,627 ",477,11488,75.6
35053,"Socorro County, New Mexico",4502,555.6231003039513," 5,199 ",471,15963,69
35055,"Taos County, New Mexico",4943,476.59574468085106," 7,930 ",1871,34405,67.5
35057,"Torrance County, New Mexico",3100,420.0607902735562," 6,077 ",455,15633,74.3
35059,"Union County, New Mexico",702,141.03343465045592,224,249,3964,79.7
35061,"Valencia County, New Mexico",13941,1046.2006079027356," 18,808 ",1630,79141,69.8
36001,"Albany County, New York",38700,1262.0060790273556," 34,556 ",8290,316659,79.2
36003,"Allegany County, New York",7095,400.60790273556233," 5,587 ",4250,46651,82.7
36005,"Bronx County, New York",374138,5654.103343465045," 490,283 ",22635,1356476,59.6
36007,"Broome County, New York",35448,1160.4863221884498," 26,571 ",6407,196077,84.7
36009,"Cattaraugus County, New York",13039,592.09726443769," 10,959 ",5655,75600,85.7
36011,"Cayuga County, New York",9914,571.4285714285714," 9,215 ",4486,74485,83.5
36013,"Chautauqua County, New York",20703,887.5379939209727," 23,926 ",6181,124891,84.2
36015,"Chemung County, New York",12500,667.4772036474164," 14,109 ",2966,81325,82.6
36017,"Chenango County, New York",5597,355.6231003039514," 6,261 ",3269,45920,84.2
36019,"Clinton County, New York",10097,497.2644376899696," 11,191 ",2777,78115,84
36021,"Columbia County, New York",6818,496.048632218845," 5,546 ",3002,60470,84.9
36023,"Cortland County, New York",5494,435.8662613981763," 5,933 ",2353,45752,81.4
36025,"Delaware County, New York",6317,494.83282674772033," 4,559 ",3313,44410,91.4
36027,"Dutchess County, New York",23328,933.7386018237082," 18,040 ",8158,297150,78.3
36029,"Erie County, New York",130009,2675.987841945289," 147,427 ",25667,946147,81.5
36031,"Essex County, New York",4143,302.7355623100304," 3,268 ",2681,36775,87.1
36033,"Franklin County, New York",7179,542.8571428571429," 6,693 ",2971,46502,79
36035,"Fulton County, New York",7532,603.0395136778116," 8,027 ",2310,52234,83.6
36037,"Genesee County, New York",6018,437.0820668693009," 4,785 ",2578,57529,79.7
36039,"Greene County, New York",4945,439.51367781155017," 4,504 ",2459,47062,83.2
36041,"Hamilton County, New York",506,85.71428571428571,266,1753,5082,94.2
36043,"Herkimer County, New York",7826,499.69604863221883," 8,897 ",3339,59484,80.2
36045,"Jefferson County, New York",14832,883.8905775075988," 14,808 ",5375,114787,83.2
36047,"Kings County, New York",494754,5761.094224924012," 606,214 ",58095,2561225,69.3
36049,"Lewis County, New York",3230,234.04255319148936," 2,915 ",2365,26548,85.7
36051,"Livingston County, New York",6606,451.06382978723406," 5,731 ",2725,61158,82.4
36053,"Madison County, New York",6033,380.54711246200606," 6,585 ",4166,66921,82.2
36055,"Monroe County, New York",95297,2319.148936170213," 109,665 ",20867,748482,85
36057,"Montgomery County, New York",7163,556.838905775076," 7,934 ",2317,49368,80.5
36059,"Nassau County, New York",72719,2653.495440729483," 41,019 ",30938,1381715,80.9
36061,"New York County, New York",250056,5136.170212765957," 240,581 ",32325,1597451,84.2
36063,"Niagara County, New York",27014,1148.3282674772036," 26,650 ",6487,209457,79.3
36065,"Oneida County, New York",32026,1203.0395136778116," 38,703 ",8382,227555,76.4
36067,"Onondaga County, New York",62884,1654.1033434650456," 68,796 ",14784,467873,76.7
36069,"Ontario County, New York",9961,689.9696048632219," 9,350 ",4566,112494,81.5
36071,"Orange County, New York",51238,2358.662613981763," 40,035 ",8427,407470,76.1
36073,"Orleans County, New York",4948,426.13981762917933," 5,350 ",1594,39124,78.6
36075,"Oswego County, New York",18598,961.0942249240121," 18,184 ",4978,118162,93.8
36077,"Otsego County, New York",7741,534.3465045592706," 5,864 ",3619,60126,84.4
36079,"Putnam County, New York",6331,418.8449848024316," 2,487 ",2514,98060,83.2
36081,"Queens County, New York",282195,4248.024316109422," 331,319 ",50542,2252196,76.1
36083,"Rensselaer County, New York",18177,741.0334346504559," 15,022 ",5083,159305,86.4
36085,"Richmond County, New York",53177,2041.337386018237," 70,240 ",9609,490687,78.9
36087,"Rockland County, New York",51969,2121.5805471124618," 43,843 ",6747,340807,79.4
36089,"St. Lawrence County, New York",16924,898.4802431610942," 14,049 ",5430,106940,84.5
36091,"Saratoga County, New York",15723,1080.243161094225," 13,847 ",7195,238711,86.7
36093,"Schenectady County, New York",19384,1055.9270516717324," 22,196 ",4260,159902,76.1
36095,"Schoharie County, New York",3106,216.41337386018236," 3,671 ",2426,30105,88.4
36097,"Schuyler County, New York",2663,240.72948328267478," 2,077 ",1365,17507,84.2
36099,"Seneca County, New York",4167,334.3465045592705," 3,647 ",2031,32349,82.4
36101,"Steuben County, New York",12537,605.4711246200608," 11,459 ",6082,92162,81.6
36103,"Suffolk County, New York",95543,2170.2127659574467," 108,364 ",37200,1523170,77.9
36105,"Sullivan County, New York",11547,771.4285714285714," 13,347 ",3454,79920,79.9
36107,"Tioga County, New York",5810,441.9452887537994," 5,285 ",1864,47715,83
36109,"Tompkins County, New York",13547,709.4224924012158," 7,694 ",2771,103558,79.8
36111,"Ulster County, New York",25084,1025.5319148936171," 18,039 ",5369,182333,85.8
36113,"Warren County, New York",5910,499.08814589665656," 6,726 ",3156,65380,83.3
36115,"Washington County, New York",6304,598.7841945288753," 6,556 ",2790,60047,85.6
36117,"Wayne County, New York",10174,743.4650455927051," 8,539 ",3305,90829,85.3
36119,"Westchester County, New York",86670,2463.8297872340427," 77,237 ",21018,990817,72.2
36121,"Wyoming County, New York",3968,316.1094224924012," 2,513 ",2175,39532,81.4
36123,"Yates County, New York",3318,255.31914893617022," 2,080 ",1541,24472,84.7
37001,"Alamance County, North Carolina",23943,1168.9969604863222," 26,993 ",5025,179165,85
37003,"Alexander County, North Carolina",4204,522.1884498480243," 5,085 ",931,36473,89.2
37005,"Alleghany County, North Carolina",1907,262.0060790273556," 1,767 ",563,11342,91.5
37007,"Anson County, North Carolina",4235,381.7629179331307," 6,825 ",767,21897,81.1
37009,"Ashe County, North Carolina",3724,409.72644376899694," 4,373 ",1023,27063,93.2
37011,"Avery County, North Carolina",1641,272.3404255319149," 2,036 ",1339,17561,89.5
37013,"Beaufort County, North Carolina",7931,542.2492401215806," 9,809 ",1709,44481,88.7
37015,"Bertie County, North Carolina",3152,330.69908814589667," 4,768 ",628,16922,73.4
37017,"Bladen County, North Carolina",6207,497.2644376899696," 7,969 ",1121,29484,84.9
37019,"Brunswick County, North Carolina",13570,886.9300911854103," 15,744 ",6473,159964,88.1
37021,"Buncombe County, North Carolina",31202,1613.373860182371," 32,097 ",6990,275901,95.7
37023,"Burke County, North Carolina",15326,1048.0243161094224," 12,977 ",2372,88338,79.3
37025,"Cabarrus County, North Carolina",20450,1521.580547112462," 25,878 ",4316,240016,80.4
37027,"Caldwell County, North Carolina",10087,879.0273556231003," 13,755 ",2082,80574,87.6
37029,"Camden County, North Carolina",537,136.17021276595744,960,213,11137,79
37031,"Carteret County, North Carolina",6781,511.85410334346506," 7,124 ",4637,69615,92.6
37033,"Caswell County, North Carolina",3325,409.72644376899694," 4,518 ",627,22807,80.6
37035,"Catawba County, North Carolina",20376,1000.6079027355623," 23,481 ",3745,164645,83.5
37037,"Chatham County, North Carolina",8111,813.9817629179331," 5,349 ",1880,81624,89.3
37039,"Cherokee County, North Carolina",4218,423.1003039513678," 4,911 ",1184,29959,90.1
37041,"Chowan County, North Carolina",2790,429.78723404255317," 2,785 ",268,13891,89.1
37043,"Clay County, North Carolina",1516,264.43768996960483," 1,659 ",399,11864,90.5
37045,"Cleveland County, North Carolina",16925,930.6990881458967," 24,030 ",2889,101378,83.6
37047,"Columbus County, North Carolina",9006,689.9696048632219," 12,892 ",1760,50121,80.9
37049,"Craven County, North Carolina",13368,818.2370820668693," 15,184 ",2772,102391,89.7
37051,"Cumberland County, North Carolina",54794,1511.854103343465," 81,238 ",10787,337890,82.1
37053,"Currituck County, North Carolina",2248,337.9939209726444," 2,152 ",1046,31593,81.7
37055,"Dare County, North Carolina",2817,331.30699088145894," 2,748 ",2084,38110,93.8
37057,"Davidson County, North Carolina",23367,1410.9422492401216," 28,081 ",3902,174804,87.1
37059,"Davie County, North Carolina",4310,491.1854103343465," 5,227 ",1086,44599,87.1
37061,"Duplin County, North Carolina",8708,555.015197568389," 9,721 ",1628,49520,80.2
37063,"Durham County, North Carolina",38013,1348.936170212766," 38,433 ",6653,336892,84.4
